"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","core_enrichment_symbols","core_enrichment_ensembl"
"GO:0002250","adaptive immune response",394,-0.497880536308273,-2.63892305975356,3.52891626958145e-29,2.13075964357328e-25,1.68905076608283e-25,2716,"tags=42%, list=18%, signal=35%","149840/10538/3512/7784/29126/79168/3108/51010/6494/5971/941/10865/10459/6375/387357/1512/301/1379/8631/10312/3903/3109/10462/911/3821/563/151888/117157/202309/51311/1514/729230/3112/10990/338339/55611/64218/3115/127544/64421/3606/10859/1439/7942/2015/25865/3123/1520/114548/8832/54900/3592/84807/2210/9984/10288/27040/3251/54209/7133/695/2067/5788/57089/3662/5293/3702/6504/259307/4067/255231/11025/10068/608/246778/5294/3635/89857/920/54440/11006/3594/383/940/8320/80380/714/3120/3071/3265/10673/972/2207/56941/4049/942/51744/112441434/89790/22914/100528032/10666/2185/23495/84876/10148/5579/1445/713/50852/6693/3458/5777/2209/917/910/962/64092/1493/712/84868/50615/57823/4068/925/50943/973/725/930/100423062/7535/30009/926/7462/923/5133/27240/3718/6363/3569/7186/4063/7454/939/114836/919/3824/64005/916/84174/5551/257101/3581/733/3004/913/915/3822/29108/100141515/2529/924/3902/909","SHLD1/BATF/JCHAIN/ZP3/CD274/LILRA6/HLA-DMA/EXOSC3/SIPA1/RELB/CD80/ARID5A/MAD2L2/XCL1/THEMIS/CTSH/ANXA1/CR1L/SKAP1/TCIRG1/LAIR1/HLA-DMB/CLEC10A/CD1C/KLRC1/AZGP1/BTLA/SH2D1B/GAPT/TLR8/CTSL/CCR2/HLA-DOB/LILRB5/CLEC4D/OTUB1/SEMA4A/HLA-DPB1/RNF19B/DCLRE1C/IL18/LILRB1/CSF2RB/TFEB/ADGRE1/PRKD2/HLA-DRB1/CTSS/NLRP3/CD84/LAX1/IL12A/NFKBID/FCGR1BP/THOC1/LILRB2/LAT/HPRT1/TREM2/TNFRSF1B/BTK/ERCC1/PTPRC/ENTPD7/IRF4/PIK3CD/ITK/SLAMF1/IL4I1/LYN/MCOLN2/LILRB3/IL18BP/TNFRSF17/IL27/PIK3CG/INPP5D/KLHL6/CD4/SASH3/LILRB4/IL12RB1/ARG1/CD28/EOMES/PDCD1LG2/C1QC/HLA-DQB2/NCKAP1L/HRAS/TNFSF13B/CD74/FCER1G/HMCES/LTA/CD86/CD244/SHLD3/SIGLEC10/KLRK1/KLRC4-KLRK1/CD226/PTK2B/TNFRSF13B/ORAI1/EBI3/PRKCB/CSK/C1QB/TRAT1/SPN/IFNG/PTPN6/FCGR1A/CD3G/CD1B/CD48/SAMSN1/CTLA4/C1QA/HAVCR2/IL21R/SLAMF7/SH2D1A/CD8A/FOXP3/CD79A/C4BPB/CD19/IGLL5/ZAP70/TBX21/CD8B/LAT2/CD6/PDCD1/SIT1/JAK3/CCL19/IL6/TRAF2/LY9/WAS/CD27/SLAMF6/CD247/KLRD1/MYO1G/CD3E/SLA2/PRF1/ZNF683/IL9R/C8G/GZMM/CD1E/CD3D/KLRC2/PYCARD/C17orf99/FUT7/CD7/LAG3/CD1A","ENSG00000171984/ENSG00000156127/ENSG00000132465/ENSG00000188372/ENSG00000120217/ENSG00000244482/ENSG00000275539/ENSG00000277177/ENSG00000274148/ENSG00000275584/ENSG00000204257/ENSG00000239463/ENSG00000242361/ENSG00000241394/ENSG00000243189/ENSG00000243215/ENSG00000243719/ENSG00000242685/ENSG00000107371/ENSG00000213445/ENSG00000104856/ENSG00000121594/ENSG00000196843/ENSG00000116670/ENSG00000143184/ENSG00000172673/ENSG00000275122/ENSG00000103811/ENSG00000135046/ENSG00000197721/ENSG00000141293/ENSG00000110719/ENSG00000167613/ENSG00000276163/ENSG00000278154/ENSG00000274110/ENSG00000276053/ENSG00000242574/ENSG00000242386/ENSG00000242092/ENSG00000234154/ENSG00000241296/ENSG00000241674/ENSG00000226264/ENSG00000239329/ENSG00000132514/ENSG00000158481/ENSG00000134545/ENSG00000160862/ENSG00000186265/ENSG00000198574/ENSG00000175857/ENSG00000101916/ENSG00000135047/ENSG00000121807/ENSG00000241106/ENSG00000243612/ENSG00000241910/ENSG00000241386/ENSG00000243496/ENSG00000239457/ENSG00000105609/ENSG00000273991/ENSG00000274311/ENSG00000278437/ENSG00000277414/ENSG00000166527/ENSG00000167770/ENSG00000196189/ENSG00000223865/ENSG00000236693/ENSG00000230708/ENSG00000229295/ENSG00000226826/ENSG00000215048/ENSG00000230763/ENSG00000237710/ENSG00000116514/ENSG00000152457/ENSG00000150782/ENSG00000104972/ENSG00000277807/ENSG00000276452/ENSG00000277134/ENSG00000274669/ENSG00000100368/ENSG00000112561/ENSG00000174837/ENSG00000105287/ENSG00000196126/ENSG00000229074/ENSG00000228080/ENSG00000206306/ENSG00000236884/ENSG00000206240/ENSG00000163131/ENSG00000162711/ENSG00000066294/ENSG00000122188/ENSG00000168811/ENSG00000167604/ENSG00000198019/ENSG00000079134/ENSG00000131042/ENSG00000277751/ENSG00000275463/ENSG00000274513/ENSG00000276146/ENSG00000213658/ENSG00000165704/ENSG00000095970/ENSG00000028137/ENSG00000010671/ENSG00000012061/ENSG00000081237/ENSG00000262418/ENSG00000198018/ENSG00000137265/ENSG00000171608/ENSG00000113263/ENSG00000117090/ENSG00000104951/ENSG00000254087/ENSG00000153898/ENSG00000204577/ENSG00000274587/ENSG00000275019/ENSG00000277816/ENSG00000137496/ENSG00000048462/ENSG00000197272/ENSG00000105851/ENSG00000168918/ENSG00000281614/ENSG00000172578/ENSG00000010610/ENSG00000122122/ENSG00000186818/ENSG00000276042/ENSG00000278279/ENSG00000275730/ENSG00000278555/ENSG00000096996/ENSG00000118520/ENSG00000178562/ENSG00000163508/ENSG00000197646/ENSG00000159189/ENSG00000232629/ENSG00000230675/ENSG00000226165/ENSG00000229493/ENSG00000228813/ENSG00000224305/ENSG00000228254/ENSG00000196610/ENSG00000123338/ENSG00000174775/ENSG00000276536/ENSG00000102524/ENSG00000019582/ENSG00000158869/ENSG00000183624/ENSG00000226979/ENSG00000230279/ENSG00000238130/ENSG00000231408/ENSG00000173503/ENSG00000223919/ENSG00000226275/ENSG00000114013/ENSG00000122223/ENSG00000253251/ENSG00000142512/ENSG00000213809/ENSG00000213809/ENSG00000150637/ENSG00000120899/ENSG00000240505/ENSG00000276045/ENSG00000105246/ENSG00000166501/ENSG00000103653/ENSG00000173369/ENSG00000163519/ENSG00000197471/ENSG00000111537/ENSG00000111679/ENSG00000150337/ENSG00000160654/ENSG00000158485/ENSG00000117091/ENSG00000155307/ENSG00000163599/ENSG00000173372/ENSG00000135077/ENSG00000103522/ENSG00000026751/ENSG00000183918/ENSG00000153563/ENSG00000049768/ENSG00000105369/ENSG00000123843/ENSG00000177455/ENSG00000254709/ENSG00000115085/ENSG00000073861/ENSG00000172116/ENSG00000086730/ENSG00000013725/ENSG00000188389/ENSG00000276977/ENSG00000137078/ENSG00000105639/ENSG00000172724/ENSG00000136244/ENSG00000127191/ENSG00000122224/ENSG00000015285/ENSG00000139193/ENSG00000162739/ENSG00000198821/ENSG00000134539/ENSG00000136286/ENSG00000198851/ENSG00000101082/ENSG00000180644/ENSG00000176083/ENSG00000124334/ENSG00000176919/ENSG00000197540/ENSG00000158488/ENSG00000167286/ENSG00000205809/ENSG00000103490/ENSG00000187997/ENSG00000180549/ENSG00000173762/ENSG00000089692/ENSG00000158477"
"GO:0009060","aerobic respiration",183,-0.545880418459112,-2.6602640421197,7.84032270086135e-19,7.31060689998791e-16,5.79510984366469e-16,2889,"tags=47%, list=19%, signal=39%","5018/4705/80025/29997/1350/7384/4723/84275/402/65990/54539/4537/1347/7415/4508/4509/59341/1345/84701/4709/10476/4700/522/3420/10632/4706/4716/7381/4519/30968/126328/790955/6390/4712/1716/10105/23479/27069/4708/4715/4513/26471/400916/4514/4710/4713/4696/4707/388753/92259/54949/7388/4718/513/2271/9377/6901/4725/2395/1327/2647/51079/6834/1349/4726/55967/539/4704/4728/9551/7386/1329/1340/11315/1351/4714/4702/29796/4694/4695/27089/1337/9016/6389/521/3421","OXA1L/NDUFA10/PANK2/NOP53/COX7C/UQCRC1/NDUFV1/SLC25A33/ARL2/ANTKMT/NDUFB11/ND3/COX7A2/VCP/ATP6/ATP8/TRPV4/COX6C/COX4I2/NDUFB3/ATP5PD/NDUFA6/ATP5PF/IDH3B/ATP5MG/NDUFAB1/NDUFB10/UQCRB/CYTB/STOML2/NDUFA11/UQCC3/SDHB/NDUFB6/DGUOK/PPIF/ISCU/GHITM/NDUFB2/NDUFB9/COX2/NUPR1/CHCHD10/COX3/NDUFB4/NDUFB7/NDUFA3/NDUFB1/COA6/MRPS36/SDHAF2/UQCRH/NDUFC2/ATP5F1D/FH/COX5A/TAFAZZIN/NDUFS5/FXN/COX4I1/BLOC1S1/NDUFA13/SURF1/COX7B/NDUFS6/NDUFA12/ATP5PO/NDUFA9/NDUFS8/ATP5MF/UQCRFS1/COX5B/COX6B1/PARK7/COX8A/NDUFB8/NDUFA8/UQCR10/NDUFA1/NDUFA2/UQCRQ/COX6A1/SLC25A14/SDHA/ATP5ME/IDH3G","ENSG00000155463/ENSG00000130414/ENSG00000125779/ENSG00000105373/ENSG00000127184/ENSG00000010256/ENSG00000167792/ENSG00000171612/ENSG00000213465/ENSG00000103254/ENSG00000147123/ENSG00000198840/ENSG00000112695/ENSG00000165280/ENSG00000198899/ENSG00000228253/ENSG00000111199/ENSG00000164919/ENSG00000131055/ENSG00000119013/ENSG00000167863/ENSG00000184983/ENSG00000272765/ENSG00000273397/ENSG00000277365/ENSG00000281013/ENSG00000154723/ENSG00000101365/ENSG00000167283/ENSG00000004779/ENSG00000140990/ENSG00000156467/ENSG00000198727/ENSG00000165283/ENSG00000174886/ENSG00000204922/ENSG00000117118/ENSG00000165264/ENSG00000114956/ENSG00000108179/ENSG00000136003/ENSG00000165678/ENSG00000090266/ENSG00000147684/ENSG00000198712/ENSG00000176046/ENSG00000250479/ENSG00000273607/ENSG00000198938/ENSG00000065518/ENSG00000099795/ENSG00000170906/ENSG00000273642/ENSG00000275724/ENSG00000278365/ENSG00000276766/ENSG00000276061/ENSG00000276220/ENSG00000277722/ENSG00000275605/ENSG00000274359/ENSG00000183648/ENSG00000168275/ENSG00000134056/ENSG00000278461/ENSG00000167985/ENSG00000173660/ENSG00000151366/ENSG00000099624/ENSG00000091483/ENSG00000178741/ENSG00000102125/ENSG00000168653/ENSG00000165060/ENSG00000131143/ENSG00000135441/ENSG00000186010/ENSG00000148290/ENSG00000280627/ENSG00000131174/ENSG00000145494/ENSG00000184752/ENSG00000241837/ENSG00000139180/ENSG00000110717/ENSG00000241468/ENSG00000169021/ENSG00000135940/ENSG00000126267/ENSG00000116288/ENSG00000176340/ENSG00000166136/ENSG00000119421/ENSG00000184076/ENSG00000125356/ENSG00000131495/ENSG00000164405/ENSG00000111775/ENSG00000102078/ENSG00000073578/ENSG00000169020/ENSG00000067829"
"GO:0015986","proton motive force-driven ATP synthesis",74,-0.670276852392829,-2.83317809288553,1.27752352386396e-15,4.82105439818163e-13,3.82164438355884e-13,3963,"tags=78%, list=26%, signal=59%","4539/374291/506/84277/514/509/4701/4722/4538/4724/4731/9556/4729/9605/4705/4723/65990/54539/4537/4508/4509/4709/10476/4700/522/10632/4706/4716/517/30968/126328/6390/4712/4708/4715/84833/518/4710/4713/4696/4707/4718/513/516/4725/51079/4726/55967/539/4704/4728/9551/4714/4702/4694/4695/6389/521","ND4L/NDUFS7/ATP5F1B/DNAJC30/ATP5F1E/ATP5F1C/NDUFA7/NDUFS3/ND4/NDUFS4/NDUFV3/ATP5MJ/NDUFV2/VPS9D1/NDUFA10/NDUFV1/ANTKMT/NDUFB11/ND3/ATP6/ATP8/NDUFB3/ATP5PD/NDUFA6/ATP5PF/ATP5MG/NDUFAB1/NDUFB10/ATP5MC2/STOML2/NDUFA11/SDHB/NDUFB6/NDUFB2/NDUFB9/ATP5MK/ATP5MC3/NDUFB4/NDUFB7/NDUFA3/NDUFB1/NDUFC2/ATP5F1D/ATP5MC1/NDUFS5/NDUFA13/NDUFS6/NDUFA12/ATP5PO/NDUFA9/NDUFS8/ATP5MF/NDUFB8/NDUFA8/NDUFA1/NDUFA2/SDHA/ATP5ME","ENSG00000212907/ENSG00000115286/ENSG00000110955/ENSG00000176410/ENSG00000124172/ENSG00000165629/ENSG00000267855/ENSG00000213619/ENSG00000285387/ENSG00000198886/ENSG00000164258/ENSG00000160194/ENSG00000156411/ENSG00000178127/ENSG00000075399/ENSG00000130414/ENSG00000167792/ENSG00000103254/ENSG00000147123/ENSG00000198840/ENSG00000198899/ENSG00000228253/ENSG00000119013/ENSG00000167863/ENSG00000184983/ENSG00000272765/ENSG00000273397/ENSG00000277365/ENSG00000281013/ENSG00000154723/ENSG00000167283/ENSG00000004779/ENSG00000140990/ENSG00000135390/ENSG00000165283/ENSG00000174886/ENSG00000117118/ENSG00000165264/ENSG00000090266/ENSG00000147684/ENSG00000173915/ENSG00000154518/ENSG00000065518/ENSG00000099795/ENSG00000170906/ENSG00000273642/ENSG00000275724/ENSG00000278365/ENSG00000276766/ENSG00000276061/ENSG00000276220/ENSG00000277722/ENSG00000275605/ENSG00000274359/ENSG00000183648/ENSG00000151366/ENSG00000099624/ENSG00000159199/ENSG00000168653/ENSG00000186010/ENSG00000145494/ENSG00000184752/ENSG00000241837/ENSG00000139180/ENSG00000110717/ENSG00000241468/ENSG00000166136/ENSG00000119421/ENSG00000125356/ENSG00000131495/ENSG00000073578/ENSG00000169020"
"GO:0001906","cell killing",145,-0.540362196471124,-2.55583720263543,8.23034328661356e-15,2.07061719852386e-12,1.64137591772947e-12,2408,"tags=42%, list=16%, signal=36%","6375/1512/1379/911/3821/563/5052/4843/127544/3606/10859/57817/3123/3592/1054/3251/5788/3594/383/6357/3071/23207/6845/146850/6283/3965/6813/10578/6688/22914/100528032/10666/259197/7305/3458/5777/2209/910/9437/84868/57823/4068/3820/56253/914/3805/26228/6223/11151/114836/4818/3824/10383/5551/3002/3004/913/3822/3902/909/4057","XCL1/CTSH/CR1L/CD1C/KLRC1/AZGP1/PRDX1/NOS2/RNF19B/IL18/LILRB1/HAMP/HLA-DRB1/IL12A/CEBPG/HPRT1/PTPRC/IL12RB1/ARG1/CCL13/NCKAP1L/PLEKHM2/VAMP7/PIK3R6/S100A12/LGALS9/STXBP2/GNLY/SPI1/KLRK1/KLRC4-KLRK1/CD226/NCR3/TYROBP/IFNG/PTPN6/FCGR1A/CD1B/NCR1/HAVCR2/SLAMF7/SH2D1A/KLRB1/CRTAM/CD2/KIR2DL4/STAP1/RPS19/CORO1A/SLAMF6/NKG7/KLRD1/TUBB4B/PRF1/GZMB/GZMM/CD1E/KLRC2/LAG3/CD1A/LTF","ENSG00000143184/ENSG00000103811/ENSG00000197721/ENSG00000158481/ENSG00000134545/ENSG00000160862/ENSG00000117450/ENSG00000007171/ENSG00000116514/ENSG00000150782/ENSG00000104972/ENSG00000277807/ENSG00000276452/ENSG00000277134/ENSG00000274669/ENSG00000105697/ENSG00000196126/ENSG00000229074/ENSG00000228080/ENSG00000206306/ENSG00000236884/ENSG00000206240/ENSG00000168811/ENSG00000153879/ENSG00000165704/ENSG00000081237/ENSG00000262418/ENSG00000096996/ENSG00000118520/ENSG00000181374/ENSG00000123338/ENSG00000116786/ENSG00000124333/ENSG00000276231/ENSG00000163221/ENSG00000168961/ENSG00000076944/ENSG00000268400/ENSG00000115523/ENSG00000066336/ENSG00000213809/ENSG00000213809/ENSG00000150637/ENSG00000204475/ENSG00000236315/ENSG00000206430/ENSG00000236979/ENSG00000237808/ENSG00000223833/ENSG00000225211/ENSG00000237103/ENSG00000011600/ENSG00000111537/ENSG00000111679/ENSG00000150337/ENSG00000158485/ENSG00000189430/ENSG00000277334/ENSG00000275521/ENSG00000276450/ENSG00000278025/ENSG00000277442/ENSG00000275637/ENSG00000277629/ENSG00000277824/ENSG00000278362/ENSG00000273916/ENSG00000273506/ENSG00000273535/ENSG00000274053/ENSG00000275156/ENSG00000275822/ENSG00000288651/ENSG00000284113/ENSG00000135077/ENSG00000026751/ENSG00000183918/ENSG00000111796/ENSG00000109943/ENSG00000116824/ENSG00000189013/ENSG00000276779/ENSG00000278074/ENSG00000275699/ENSG00000275732/ENSG00000278430/ENSG00000273575/ENSG00000275237/ENSG00000274189/ENSG00000276044/ENSG00000275848/ENSG00000274945/ENSG00000274193/ENSG00000277355/ENSG00000277964/ENSG00000277540/ENSG00000274955/ENSG00000273498/ENSG00000278271/ENSG00000277362/ENSG00000277750/ENSG00000277850/ENSG00000278606/ENSG00000275317/ENSG00000278201/ENSG00000275456/ENSG00000277076/ENSG00000276979/ENSG00000274609/ENSG00000274232/ENSG00000283961/ENSG00000283869/ENSG00000284365/ENSG00000284013/ENSG00000283986/ENSG00000284206/ENSG00000284457/ENSG00000284460/ENSG00000284340/ENSG00000284509/ENSG00000284562/ENSG00000035720/ENSG00000105372/ENSG00000102879/ENSG00000162739/ENSG00000105374/ENSG00000134539/ENSG00000188229/ENSG00000180644/ENSG00000100453/ENSG00000197540/ENSG00000158488/ENSG00000205809/ENSG00000089692/ENSG00000158477/ENSG00000012223"
